cversion,featured,guests,ident,ip,location,map,maxplayers,modlist,modstotal,modstotalsize,official,owner,partner,password,players,playerslist,port,sdesc,sname,tags,version
2.7.0,False,True,RdDkG,5.187.49.226,PL,/levels/italy/info.json,5,,0,0,False,velanem#0,False,False,3,guest6492647;misdominik11;tom339;,27060,sakaras verhas,Nandaz Duhaz Sakaraz Vyerhaz,Freeroam,3.9.0
2.7.0,False,True,QUUDX,134.255.222.20,DE,/levels/italy/info.json,4,/scintillaF1;/engines_pack;/easycustomengines;/t1200_turbo;/Backfire;/scintillav12;/scintilla_v12;/tunable_exhausts;/better_cooling;/meostwinturbo454v8;/charger;/scintilla_gt3;/matissator_e30;/hopperv10 - Kopie;/etkc_v12;/BPPerformanceParts;/Backfire_Soundv100;/scintilla_v12_gtr_tktuners;/ivsupercharger;/classic_engine_expansion_pack;/scintillav10diesel;/ScintillaDCT;/BPwheelpack;/EXTRAGRIPTIRES;/translations;/SLF_CLUSER_1;/hopperv10;/matissator_e30_extand;/TitaniumRaceExhaust;/scintilla_8speed_dct_mkviis;/ex_scint_lights;,31,1388145183,False,thommylauser_#0,False,False,0,,22300,Powered by 4Netplayers,4Netplayers BeamMP Server T+C 12387,Lang:German,3.9.0
2.7.0,False,False,cNZSV,148.251.182.124,DE,/levels/west_coast_usa/info.json,5,/bailey_sbr_twin_turbo_pack;/floodBeamMP;/Lamborghini_Huracan_gabry_improved_modland;/Undesireables;/MoreVanillaTires_overkast;/Audi A8 (S8) D3 & tg_modsbeamng;/matissator_e34_modland;/polish_roads_repo;/M3MotoMadness;/e46backspace_Reworked_Edition_v3.0_2024_by_Fastline;/Porsche-Panamera-2024;/blackhawk_units;/smalltrailers_AR162b;/AudiA4B9;/Audi E-Tron GT_modland;/Audi_Q7_V2.6_Advanced_Version_v3.8_2023_by_TuningGarage;/e39kenemationV15;/ImprovedVehicleDamageApp;/Audi_100;/RS6_MODDED_By_ARMORED_LAB_modland;/tyre-thermals-and-wear;/questionable_engine_swap_megapack;/wider_cargotrailer;/sksuperb2_fastlane;/mestari_q8_v3;/proj;/raiiiu_audir8_v35;/highly_customizable_engines_rk;/Lancer_Evo_V3;/Lamborghini_Urus_V10_Street_Build_v18_2024_by_NeoBeam_modland;/BeamMP-EnvSync;/bagtrailer_blijo;/East_Coast_USA_Snowing_V15_modland;/meowcivic;,34,5429678818,False,sugavkulmik#0,False,False,0,,27053,Yeah buddyh,Sugavkulmik4009,"Freeroam, Racing",3.9.0
2.7.0,False,True,35m99,51.161.172.97,AU,/levels/west_coast_usa/info.json,10,/highly_customizable_engines_rk;/CEI;/DEP_ext;/highy_customizable_transmissions;/dragpartswheelsnitrous;,5,742221178,False,yournansundies#0,False,False,2,guest7147808;penttipappa;,30910,Australian BeamMP Server,HoldenSpeedway,"Freeroam, Racing",3.9.0
2.7.0,False,True,auNzN,131.153.152.218,US,/levels/italy/info.json,4,/waferium_jonquil_dahlia;,1,82384086,False,waferium.#0,False,False,0,,19618,A server^4,BeamMP 888,,3.9.0
2.7.0,False,True,35m99,135.181.209.163,FI,/levels/italy_snowy/info.json,4,/bmwe36_revamp_adamplg_tuning;/italy_snowy;/wcusa_snowy_v30-0eb93efe;/winterdrift;,4,1789504799,False,kapex#0,False,False,3,MidNightPlays;MatuFRT;guest6118256;,19004,BeamMP Default Description,Winter E36 West Coast USA ,,3.9.0
2.7.0,False,True,QUUDX,158.178.213.7,FR,/levels/derby/info.json,0,,0,0,False,TripleUP#4361,False,False,0,,2005,"Serveur Heberge en france, pour toute information ou reclamation discord : BCujGVC",^l[^6Beam^1^bFR^r^l]^r^l|^r ^l^6🚙Derby^r🚗 ^l|^r ^l^aVANILLA^r^l^5 Discord : ^nBCujGVC,Freeroam,3.9.0
2.7.0,False,True,35m99,174.174.117.86,US,/levels/dirty_4x4/info.json,15,/AutoKick;/BeamPaint;/CEI;/dirty_4x4;,4,162732679,False,macdeth#0,False,False,4,Cavalry09;Nicklaas;369DGT;vaaljapie;,30816,^fLightweight server! Looping offroad course.,🧁 ^at^ei^6t^ct^dy ^cs^6p^er^ai^bn^9k^dl^ce^6s 🍩 ^fDirty 4x4 ^l^f[ ^eOFFROAD^f/^bBEAM^aPAINT^f/^0ROCK CRAWLING ^f] ^l^8By Vaaaldez 🤙,"Freeroam, Offroad, Traffic, Crawling, Mod:BeamPaint, Touge, Vanilla, Lang:English",3.9.0
2.7.0,False,True,peP7D,216.39.242.245,DE,/levels/ks_nord/info.json,6,/mitsubishi evolution 7-8-9;/NissanSilviaS13;/custom-tachometers-and-boost-gauges-v3_1746218571_634928;/LADA2105.2107ver1.2;/nissan_laurel_c33_v2;/nissan_skyline_bnr34_v3;/Porsche_Panamera;/city83;/Peugeot_106;/fpv_drone_sug4;/Mazda_Rx7FB;/vestaV3fm;/Porsche_911_992;/Nrburgring Nordschleife HOT FIX V3;/InputTelemtry;/Lada2106Release1.0;/LADA2106ver4.0;/raiiiu_audir8_v3.5;/toyota_mark_2_x90_v2;/bmw5_e34;/cktodbox;/enhanced_chase_camera;/LuuksDraftingMod;/VAZ2108-09;/DragWheelTirePackRR;/GAZ3302Release1.0;/prancerVaz2115;/honda-civic-eg6-rla-v1-3-0-33-x_1742847191_720340;/autobello_fkartc_alpha4;/DSC_Flea_latest;/Mazda_RX-7_SAVANNA;/stiv_crown;/PUGCITwheels;/innocent_brake_glow_mod;/nissan-370z_ABfixv2;/Mazda_Miata;/old_minimap_zeit;/proj;/UAZPatriotV1.4fix;/Toyota_Camry75_Related;/MAZussrpack1.0;/Zaz965ver1.0;/bmw3_e36;/ZIL114.117.117V.PublicVer1.0;/Audi_A7_4K8_xNME_V1.4;/nissan_laurel_c35_v2;/XNME_400Z_V2;/200bx_pack_shados;/Kart_Racehall_AarhusV110825;/LIAZ677ver2.5;/docroswagge_exy10sera;/VolgaGAZ24ver3.0;/toyota_supra_a80;/widefap_modland;/highly_customizable_engines_rk;/cktodbox_eveningmorning;/updated rx7;/honda-s2000-ap2-2009;/Kart_Gheo_TeamSport_Go_Karting_PrestonV170825;/innocent_gavril_vertex;/Kart_Shinjuku_GoKartV130825;/Halfs Top Fuel Dragster;/scintilla_gt3;,63,10666022430,False,frankenste1n#0,False,False,2,jeger4;ozim21377;,27032,BeamMP Default Description,HotoMotoBeamMP,,3.9.0
2.7.0,False,True,UUXKb,195.60.166.155,GB,levels/ks_nord/info.json,4,/DriveUp_V103;/ks_nord_v20231124_v2;/bcnz_tango_v10;/_seat_leon_cupra_competizione;/Volkswagen Golf Mk2 (BETA)_modland;/enhanceddriver;/docroswagge_talent;/floodBeamMP;/vivace_touring_cars_pack;/MAN_TGX;/Capri;/test_track;/TrialMountian;/McLaren Senna Updated;/innocent_TriX_lizt_smod_Bugatti_Chiron;/911_996;,16,2168424719,False,_baguettecat_#0,False,False,0,,27038,We are the WeeFarts,WeeFarts Unite,,3.9.0
2.7.0,False,True,cNZSV,148.251.182.124,DE,/levels/west_coast_usa/info.json,5,/americanroad;/east_coast_beam_life_rework_usa;/f90bbnV3.11;/BrebRandomVehConfig;/MK18 LM;/sheik_w124;/toyotasupraa80_v11_modland;/Schneeweg;/raiiiu_audir8_v35_modland;/Moosbach_Porsche_911_991_GT3RS_v1.1;/ecusa_snowing;/AUDI_A6_UPD3;/RimPackOGmods;/somerset_deploy_250920;/EXTRAGRIPTIRES;/volvo_7_900_pack_neiker;/_RS4;/W221_AMG_modland;/arcade_style_nitrous_boost_zeit;/bmw-750i-e32-1988-v11;/coremod_KLJP;/volkswagen_mk7_turbodiesel;/AUDI_RS6_C8_Rework_modland;/ks_nord_v20231124_v2;/docroswagge_talent;/Corvette_Pack_20_modland;/FR17_25_1_modland;/VOSSEN_CV-3_UPDATE_hotfix_whyhesseN_Ultimate_Patch_v2.5_2024_by_RacingDivision;/shixz_mk7.5_updated;,29,6637967040,False,ncdlll#0,False,False,0,,27513,Mängder med Grabbar som har Hus,Grabbarna Grus med Deras Hus,Freeroam,3.9.0
2.7.0,False,True,cNZSV,91.197.6.40,FR,/levels/italy/info.json,10,/enix;/UV_layout;/gamers_ultimate_pickup_parts;/estjza80;/bmwe36_revamp_adamplg;/enhanced_chase_camera;/innocent_TriX_lizt_smod_Bugatti_Chiron;/bcnz_tango_v10;/yb_mini_mod_tractor;/rla_miata;/angry_bird_ibishu_mirena_REPO;/innocent_gavril_vertex;/HOONICORN_SKINS_YOUNEEDTHISFILE;/thw_ccf2;/volvo_v60_andronisk_v4_11-05-25;/enhanceddriver;/audi_a6_andronisk_v12;/BJI;/DSC_Scarab_05;/kajzer_colt_mistral;/etkk_lucasbe;/Hoonitruck1_6;/countach_0151;/fattuis_4x4;/matissator_e34;/RoyalRenderings_G82_M4_v1.5;/docroswagge_talent;/jas;/lamborghini-gallardo-improved;/cxseven;/RIP_KB43VER_HOONICORN_V21;/etkluxe_repo;/Mazda_RX-7_Updated_PBR;,33,5973668123,False,aykennosuspended#0,False,False,0,,27657,BeamMP Server par Ayken,BeamMP FR - Mods,Freeroam,3.9.0
2.7.0,False,True,35m99,212.228.149.74,GB,/levels/utah/info.json,12,,0,0,False,sam066869#0,False,False,4,HLM502;_DR3W;guest4886817;natieisnotfemale;,30816,Vanilla freeroam servers brought to you by SPUK!,"^b^lSPUK^r ^7| ^bUtah, USA ^7| ^b2 Vehicles ^7| ^bVanilla","Freeroam, Vanilla",3.9.0
2.7.0,False,True,auNzN,104.156.148.212,US,/levels/hirochi_raceway/info.json,20,/2FastLapTimer;/2FastRacing;,2,72375384,False,Tow2.0#7579,False,False,0,,4060,"🏁 ^3Hold onto your racing helmets because you're about to dive into the ^4heart-pounding world of 2Fast Racing! 🏁   🔥 We've ^6turbocharged our servers, running them on absolutely ^9💯 dedicated server machines. With ^7datacenter-supercharged networking, ^1armor-like (D)Dos protection, and our ^csecret sauce of custom scripts, we ensure your gameplay is not just fast, but ^eblazingly epic! 🔥   🛠️ Our ^bpit crew? Oh, they're amazing! A band of ^5dedicated, passionate folks who are not just tech wizards but ^fabsolute BeamNG and motorsports aficionados. Come, join our ^agrandstand of a community and get set for a ^dthrilling ride! 🚀🌌",^l^f💥2FAST^cRACING💥 ^c^l[^f^lRΛNKΞD^c^l] 🍧^b[-[^eVanilla ^6Hirochi Raceway^b]-]🍧 ^aNoLAG ^b- ^a24/7 ^b- ^aAntiGrief ^b- ^aCEI 🌐^b-|^cwww.^f2Fast^c.Racing^b|- ^6Hosted By ^bBeam^aHost^6.^bnet^p🌐,Freeroam,3.9.0
2.7.0,False,True,auNzN,104.251.122.175,US,/levels/johnson_valley_extra/info.json,25,/1Beamng Baja Crew 30ft Raised Deck Trailer;/22crzy_addons_v1_modland;/35_wheelpack_1.2;/4seater;/agent_traffic_mod;/arieschargerpackv5.1;/AriesChargerV2_modland;/Aries_Camaro_Fix;/Aries_Challenger;/Aries_Trackhawk;/band1t_highway1;/Beamstick_360_FreeIlario_modland;/BmwM3F80_modland;/BMW_M4_modland;/BMW_M5_F90_11_modland;/BMW_M6_F13_modland;/BPwheelpack;/BP_tirepack;/BRP_Can_Am_Maverick_x3_4_Door_modland;/bx_engines;/C7ZR1_Ezo_MerlexSLS;/c7zr1_fr999;/cateye_extcabupdate;/CDC_Trailer_pack_modland;/CDC_Wheelpack_modland;/Charger_2022_edit_by_kj_modland;/Charger_Update_modland;/chevrolet_c7_v3fr;/Chevrolet_Silverado__40_GMT800__41__x_Suff;/Chevy_Silverado_Police_NotJDsMods;/classic_engine_expansion_pack;/cnotchframe;/Corevette_C7;/corvettec8;/Corvette_C6;/Corvette_C7ZR1;/Corvette_C7ZR1_BeamNG_Leaks;/Dodge_Ram_2024_NotJDsMods;/Dodge_TRX_Truck_NotJDsMods;/domesticwheels_V3_modland;/DragWheelTirePackRR;/DragWheelTirePackRR_modland;/DSC_Floor_Jack_April17_modland;/engines_pack;/F150v0.1_modland;/Fadded_CT5_V1;/ford-f150-shelby-v1-0-finished-0-34-x_1734626698_239799_modland;/Ford_F-350_Truck_Pack_NotJDsMods;/GMC_Duramax_Truck_NotJDsMods;/GMC_Sierra_1500_NotJDsMods;/gravil_semi_pack;/highly_customizable_engines_rk;/independentrearsuspensions;/jdm-style-small-wheels-box-v1-5-0-36-x_1754337375_598182;/Johnson_Valley_Extra;/M3MotoMadness;/mazda3_modland;/McLaren650supdate_edit_by_kj_modland;/motocross-bike-v1-0-0-34-x_1743540141_444504;/moto_UNZIP;/mustard_chief_collection_pub;/NarkoMods_Wheels;/outlaw;/PDM_Ford_F150;/pgp_engine_pack_v2.22;/RoyalRenderings_RapTwo_RadioPack_modland;/RoyalRenderings_Rap_RadioPack_modland;/Toyota_Tundra_TRD_PRO_NotJDsMods;/W203_modland;/WSCX_OBS Silverado ;/xolodos_0_2_modland;,71,18160732383,False,cynx_2#0,False,False,0,,19679,"Hispanic community for chilling, bets, challenges, routing, events adn more",MA || SnoopyServer ,Freeroam,3.9.0
2.7.0,False,True,peP7D,51.81.208.239,US,/levels/east_coast_usa/info.json,7,/BMW_Wheel_Pack;/Chevrolet_Corvette_C7_lxr_modland;/D-Troxx_Wheel_Pack;/f40;/F87M2;/M3-g80-g81;/vipIbishu;/widefap;,8,2435403318,False,_teleios#0,False,False,1,Nikobellic45;,19660,BeamMP Default Description,Ayder1kServer,,3.9.0
2.7.0,False,True,RdDkG,178.63.130.237,DE,/levels/gridmap_v2/info.json,3,,0,0,False,hayden1321#0,False,False,0,,27031,Horizon Hosting BeamMP Server,BeamMP Server,Freeroam,3.9.0
2.7.0,False,True,CmqoQ,158.178.213.7,FR,/levels/italy/info.json,0,,0,0,False,leo_nidas#0,False,False,1,burger72;,2001,"Serveur Heberge en france, pour toute information ou reclamation discord : BCujGVC",^l[^6Beam^1^bFR^r^l]^r^l|^r ^l^6Italy^r ^l|^r 🚙^c^lRally^r^l/^r^l^bCourse^r🚗 ^l^aVANILLA^r^l^5 Discord : ^nBCujGVC,Freeroam,3.9.0
2.7.0,False,True,RdDkG,131.153.152.218,US,/levels/italy/info.json,3,/35_wheelpack_1.2;/blkfxxs_dseries_parts;/Cummins;/CumminsCustomInjectors_Kevin15673;/DragWheelTirePackRR;/extra_parts;/innocent_TriX_lizt_smod_Bugatti_Chiron;/outlaw;/rls_career_collection_1.2;/silver_wheel_pack;/thw_ccf2;/trafficSignalSync;/Truck_Wheels;/Turbo_Everything_rk;/wheel_wonderbox_node;/wlkmanist_private_wheels;,16,2621179948,False,cryatical#0,False,False,0,,19016,you gone learn today!,Vlaggle,Freeroam,3.9.0
2.7.0,False,True,M0NbN,144.76.1.173,DE,/levels/Italy/info.json,10,/NMG_Charger_2025_2026 warehouseofmods;/sheik_golf8;/Bell407_modland;/w223amg_unlimited;/BMW F10 berkut black_moon rewamp2.0;/bmwm3g80;/nissan-fairlady-z-0-37-x_1765403099_444380_Ultimate_Build_v2.8_2023_by_AutoBeam;,7,1473132806,False,j30m46#0,False,False,0,,25777,Default BeamMP server hosted by Connect Hosting. Customize this in your server settings panel.,DeGoirle,"Freeroam, Racing",3.9.0
2.7.0,False,True,usPNH,135.181.209.163,FI,/levels/utah/info.json,3,/2019lamborghiniursus;/2020_audi_rs6_c8_4k_avant_v2.0;/2024_Gmc_Sierra_2500_JW_Designs;/Audi A6 Updated;/Audi_A6_allroad_quattro__c7_;/audi_rs6_avant_c7 1.3;/bmwe36_adamplg_1.5.2;/bmwe36_revamp_ozi_drift_spec_modland;/caravan_large_modland;/dethleffs_cjoy_460LE_v1.2;/estjza80;/impala;/INf_RAM_2500_modland;/m5f10;/nissan_bnr34;/passat_b8;/sheik_w124;/v70v1;/v902BYLOPRODUCTIONS;/volvoxc90fastlane;/volvo_rimpack;/zender_yokai_gxi__a_bo_moon_;,22,3545280240,False,zzzz057862#0,False,False,0,,19147,LÖSA BRUDAR SÖKES NU!!!!!! NEO ÄR NEGER OCH SkA DÖ,Volvo byn,,3.9.0
2.7,False,False,dPGmr,85.10.194.90,DE,/levels/Rally_Forest_Stage2/info.json,15,/Rally_Forest_Stage2;/B#-UI;/BetterChat;/B#-Loader;/B#-Essentials;/B#_QoL;/B#-Race;/B#-TrackCam;/B#-Screens;/B#-Flags;/B#-Timer;,11,57408633,False,beamsharp#0,False,False,0,,30834,Welcome to ^6^lBeam^0#^r^f! A fully ^6^lautomated racing^r ^fserver with all your ^6^lSim-Racing^r^f needs. ^pJoin our discord ^6^ldiscord.rigged.gg^r^f. ^p^c^lDrive safe!,⚡ ^lbeamapex^4. ^r❙ ^l^cTimeTrial ^r❙ ^l^6Rally Forest Stage 2 ^r❙ ^l^fRally ^r^l^6•^l ^cLaptimer ^r❙ ^l^6by ^fbeamsharp^r^l^4. ^r❙ ^7BeamApex:BeamSharp:Beam#:Rigged,,3.9.0
2.7.0,False,True,w6Ijr,57.129.86.10,DE,/levels/industrial/info.json,8,/simple_suite_zeit;/cktodbox_eveningmorning;/skyride_ultimate;/cktodbox;/ONIBI SKIN PACK;/BeamZERO;/BeamPaint;,7,979699914,False,z_3_r_0#0,False,False,0,,30015,"Current Map: Industrial | ^bBeam ZERO^r -  Servers in active development! Join us on discord to see the playtime leaderboard, link your BeamMP account and stay updated on the latest changes! Always looking for suggestions and feedback to continue improving! Find us at https://beamzero.net",^l^0Beam ZERO^r^l^8 | ^r^b^nbeamzero.net^r^l^8 | ^r^d[ ^r^l^eIndustrial ^r^d]^r^l^8 | ^r^d[ ^r^6DRIFT ^r^d| ^r^1CRUISE ^r^d| ^r^5CHILL ^r^d]^r^a - Vanilla 3,Freeroam,3.9.0
2.7.0,False,True,w6Ijr,162.33.20.52,US,/levels/west_coast_usa/info.json,6,/BJI;,1,883650,False,toby.devlin#0,False,False,0,,9044,Powered by BisectHosting!,A BisectHosting Server - 8695a72b,Freeroam,3.9.0
2.7.0,False,True,RdDkG,15.204.4.33,US,/levels/gridmap_v2/info.json,6,,0,0,False,cade_gandy.#0,False,False,0,,30843,BeamMP Default Description,BeamMP Server,Freeroam,3.9.0
2.7,False,False,peP7D,85.10.194.90,DE,/levels/Gheo_Lusail/info.json,15,/Gheo_Lusail;/B#-UI;/BetterChat;/B#-Loader;/B#-Essentials;/B#_QoL;/B#-LMDh;/B#-GT3;/B#-Diana;/B#-F4;/B#-BTCC;/B#-GT4;/B#-Tyrewear;/B#-GTCup;/B#-TPUPack;/B#-PerfMod;/B#-Liveries;/B#-F3;/B#-Race;/B#-TrackCam;/B#-Screens;/B#-Flags;/B#-Timer;,23,1433593577,False,beamsharp#0,False,False,0,,30828,Welcome to ^6^lBeam^0#^r^f! A fully ^6^lautomated racing^r ^fserver with all your ^6^lSim-Racing^r^f needs. ^pJoin our discord ^6^ldiscord.rigged.gg^r^f. ^p^c^lDrive safe!,⚡ ^lbeamapex^4. ^r❙ ^l^cTrackday ^r❙ ^l^6Lusail ^r❙ ^l^cTyrewear ^r^l^6•^l ^cSlipstream ^r❙ ^l^6by ^fbeamsharp^r^l^4. ^r❙ ^7BeamApex:BeamSharp:Beam#:Rigged,,3.9.0
2.7.0,False,True,auNzN,92.222.10.204,FR,/levels/west_coast_usa/info.json,100,/customizable_jato_rockets;/luuks_drafting;/private_plane;,3,25159539,False,flo_flooff#0,False,False,0,,30814,"Un serveur FR - twitch.tv/levoyanturier - La map peut changer en fonction des besoins que nous avons, si vous voulez une map specifique, vous pouvez venir sur discord.gg/62bU6PvdC8 et demander si on peut changer la map.",^1[F^rR] ^4^l^nLe paradis^r - West Coast USA,Freeroam,3.9.0
2.7.0,False,False,usPNH,178.63.98.115,DE,/levels/Parkour3/info.json,10,/Parkour3v11;/CEI;,2,210949237,False,ashmaker000#0,False,False,0,,30957,Can you complete this Parkour map by Spealer? | ^l Let me know how far you get in my Discord | ^l Join my discord - ^9 https://discord.gg/bPqRhQa7sg ^f  | ^f ^l Follow me on Twitch - ^5 Ashmaker000 ^f |^l MAX 2 Cars per player Hosted by PedalHost,^l ^4A^0s^4h^0m^4a^0k^4e^0r^4000 ^f Server 03 ^5 | ^a 🛻Parkour 3!🚐 ^5 | ^f  Can you complete it!,Freeroam,3.9.0
2.7,False,False,zqsVX,85.10.194.90,DE,/levels/Gheo_Chicago_Street/info.json,15,/Gheo_Chicago_Street;/B#-UI;/BetterChat;/B#-Loader;/B#-Essentials;/B#_QoL;/B#-LMDh;/B#-GT3;/B#-Diana;/B#-F4;/B#-BTCC;/B#-GT4;/B#-Tyrewear;/B#-GTCup;/B#-TPUPack;/B#-PerfMod;/B#-Liveries;/B#-F3;/B#-Race;/B#-TrackCam;/B#-Screens;/B#-Flags;/B#-Timer;,23,1351827792,False,nenox.#0,False,False,0,,30848,"A ^l^cSim-Racing^r server with a fully automatic race-system and a lovely community of ^l^cSim-Racers^r. Join our discord (discord.beamsharp.com) to not miss any updates or events! - ^l^cSpecial Features:^6 AUTOMATIC-RACES, LAPTIMER, DRIVER-RATINGS, LEADERBOARD, STATISTICS, WORKING PITS, FLAGS, ACCURATE TRACKLIMITS, PENALTIES",⚡ ^lbeamapex^4. ^r❙ ^l^cRace ^r❙ ^l^6Chicago ^r❙ ^l^cAutomatic Races ^r^l^6•^l ^cStats  ^r❙ ^l^6by ^fbeamsharp^r^l^4. ^r❙ ^7BeamApex:BeamSharp:Beam#:Rigged,,3.9.0
2.7.0,False,True,CmqoQ,162.120.2.212,US,/levels/west_coast_usa/info.json,6,/M5F10;/Porsche Cayman;/RoyalRenderings_Jesko_v1.0;/sh_yugo_modland;/rs6c8bakefixmealtyxmods;/xiaomi_pylesos;/audia4b9kenemationV3;/RoyalRenderings_2022_Charger_v1.2;/vwtiguan;/RoyalRenderings_R34_Skyline_v1.0(1);/M2 MODDED By ARMORED LAB;/Volkswagen Golf Mk2 (BETA)_modland;/RoyalRenderings_2023_Supra_GR_v1.0;/RoyalRenderings_Temerario_v1.3;/RoyalRenderings_GTR_R35_v1.3 (1);/RoyalRenderings_Skyline_BR32_GTR_v1.2;/RoyalRenderings_Dsixteen_v1.1;/audi-rs-q8;/LADA2106ver40_modland;/RoyalRenderings_R34_Skyline_v1.0;/unicycle_weapons_modland;/RoyalRenderings_S15_v1.1;/PassatB3_v1.05;/Transporter_T4;/RoyalRenderings_Tourbillon_v1.3;/BMWX3G01;/1KM_BMW_E34;/mchaser100;/RoyalRenderings_G82_M4_v1.6;/audirs3_wip_mf;/RoyalRenderings_G80_M3_v1.2;/RoyalRenderings__Model3_v1.3;/BMW_X6M_MODDED_By_ARMORED_LAB_modland;/RoyalRenderings_Challenger_Last_Call_v1.1;/t80_MOD;/Volkswagen Golf VII Variant;/Hellraiser_2JZ;/volvo_v60_mf_v3_10-05-25;/DEP_lite;/RoyalRenderings_992_v1.3;/arteon;/VW GOLF 8-8.5 R_GTI_GTE_GTD_TSI_TDI_modland;/RoyalRenderings_F87_M2_v1.2;/G-Class_MODDED_By_ARMORED_LAB_modland;/RoyalRenderings_S650_Mustang_v1.7;/RoyalRenderings_RX7_FD_v1.1;/RoyalRenderings_Glass_Fix_v1.0;/volkswagen_sharan_2016_MF;/Fleetwood_Bounder;/rubber_chicken_exhaust_bx;/transporter_mods;,51,11138856890,False,xxs1l3n7_w0lfxx#0,False,False,0,,9030,Powered by BisectHosting!,Die von der Tanke [],Freeroam,3.9.0
2.7.0,False,True,usPNH,104.194.8.201,US,/levels/west_coast_usa/info.json,8,/innocent_diseries;/CEI;/CVTForAllOfficialVehiclesAdamB;/SimpleNG_v1.0;/motorsports_playground;,5,939285472,False,jeemz#0,False,False,0,,27203,"Trinkets, odds and ends, that sort of thing.",Lot Lizards Anonymous [SimpleNG required],,3.9.0
2.7.0,False,True,usPNH,104.194.8.201,US,/levels/ks_nord/info.json,6,/ciakulla_crx_track_v2_na_i3_clone;/ciakulla_gri_16_gtr_mk2;/ciakulla_gri_16_gtr;/ciakulla_gri_15_trim_8;/Mazda_RX-7_Updated_PBR;/ciakulla_bahia_f8_tt_track_fe_rt_screamer_f8_tt_track_fe_rt;/ciakulla_bahia_4_street_screamer_v4_street;/miata;/BJI;/ciakulla_gri_15_clone_new_engine_no_tune;/ciakulla_gri_16_gt;/ciakulla_monitor_discus;/focusrs_v3;/ciakulla_gri_16_lhd_gt_lhd;/ks_nord_v20231124_v2;/ciakulla_cgt_rework;/Bell407;/ciakulla_tilapia_18_deathadder;/ciakulla_bahia_4_screamer_v4;/ciakulla_gri_16_lhd_rwd_gt_lhd_rwd;/ciakulla_viper__cat_10_psi_cat_mk2;/ciakulla_crx_track_na_i3_clone;/ciakulla_gri_1_v3;/ciakulla_deltos_tt_4_st_awd_st_awd;/ciakulla_crx_rally_na_i3;/ciakulla_gri_16_gtr_mk3_ttm;/ciakulla_bahia_f8_screamer_f8_street_;/ciakulla_deltos_tt_4_rt_awd_rt_awd;,28,2204454087,False,ciakulla#0,False,False,0,,27041,1 vehicle max - custom automation cars - discord.gg/CfrkKyyJ4C,beam.gn,,3.9.0
2.7.0,False,True,8X34h,185.56.161.19,GB,/levels/west_coast_usa/info.json,8,/gsp;/fsw_fullsizesuv;/APXGPF4;/v10_autobello;/carbonworksf4bycherrier (1);/cf25;/ks_nord_v20231124_v2 (1);/thw_ccf2;/agent_traffic_addon_stockgroups;/nederlandsepolitie;/WSCX_DSC Wheel Dynamometer;/CrashHard_Explosive_Drum;/e39kenemationV15;/bmw_5-series_e60_stef_pedro;/etkk1_adamplg;/TPUMedForklift;/AWD_bx_tommot;/F12024F4FinalSkinsRiggedSkin;/LuuksDraftingMod;/dynamicRain_v11_jtf;/scintilla_gt3;/bmwe36_revamp_adamplg;/belasco_skin_pack;/cktodbox_eveningmorning;/BMW_X3;/innocent_gavril_vertex;/tyre-thermals-and-wear;/ogc_two;/Dutch_Public_Transport;/WSCX_Subaru Impreza (GD BUGEYE);/pushbaraddon807_v1145;/Bell407;/f4_lucasbe (1);/etkk_lucasbe;/kajzer_aria;/RealisticHeadlights;/coolball;/bcnz_tango_v10;/audia4b9kenemationV3;/TPUFJunior;/avgFuelConsumption;/dutchplates;/KNEE GUARD SIREN;/eu_ambulance;/Goofyhorn;/BMW_M4;/WSCX_Porsche 911 997;/E63_S211;/Dutchsirenpackbyjordaniwick;/TPURacetechParts;/panamerakenemationLAST;/HuTao;/etka;/Livery Mod Raycist Police (2);/etk_racing_pigniteon;/TPUGavrilGPV;/cktodbox (2);/enhanceddriver;/enhanced_chase_camera;/caymanchik_718;/D-Troxx_Wheel_Pack;,61,7481362655,False,sebenk33#0,False,False,0,,27243,Sebenk BeamMP Gooning Server | SHUTDOWN MEANS MODIFICATIONS/UPDATE,Sebenk's BeamMP Server,Freeroam,3.9.0
2.7.0,False,True,auNzN,158.178.213.7,FR,/levels/west_coast_usa/info.json,0,,0,0,False,Soundwave#3589,False,False,2,guest6186202;Descend;,2004,"Serveur Heberge en france, pour toute information ou reclamation discord : BCujGVC",^l[^6Beam^1^bFR^r^l]^r^l|^r ^l^6West-Coast^r ^l|^r 🚙^c^lDrag^r^l/^r^l^bCourse^r🚗 ^l^aVANILLA^r^l^5 Discord : ^nBCujGVC,Freeroam,3.9.0
2.7.0,False,True,peP7D,145.239.133.32,FR,/levels/west_coast_usa/info.json,10,,0,0,False,elixirnathan#0,False,False,0,,55555,BeamMP Default Description,BeamMP Server,Freeroam,3.9.0
